iter	MultiClass
185	0.4309457159
186	0.43073948
187	0.4306706914
188	0.4304621715
189	0.4303498982
190	0.4302130672
191	0.430107464
192	0.429995972
193	0.4298727414
194	0.4297178945
195	0.429551728
196	0.4294367683
197	0.4294097319
198	0.4292135642
199	0.4291009655
200	0.4289530973
201	0.4288433595
202	0.4287586574
203	0.4286872159
204	0.4285399353
205	0.4284552926
206	0.4282372158
207	0.4280305214
208	0.4278259101
209	0.4276341847
210	0.4274851034
211	0.4273491652
212	0.4272760816
213	0.4271626691
214	0.4269856807
215	0.4268450855
216	0.426730891
217	0.4265624381
218	0.4264523515
219	0.4263412121
220	0.4261822732
221	0.4260824448
222	0.4259305003
223	0.425813306
224	0.4256956602
225	0.4255767182
226	0.4253858196
227	0.425180949
228	0.4250667702
229	0.4250236467
230	0.4248582616
231	0.4245058154
232	0.4243436629
233	0.4241665741
234	0.4240585687
235	0.4238871418
236	0.4237593314
237	0.4236790341
238	0.4236016125
239	0.4234499699
240	0.4233081311
241	0.4232310173
242	0.4231178082
243	0.4229021853
244	0.4228205104
245	0.4227024068
246	0.4226174934
247	0.4224263236
248	0.4223323787
249	0.4222520125
250	0.4221836872
251	0.421980924
252	0.4218515978
253	0.4217401377
254	0.4215790365
255	0.4214153314
256	0.4213015434
257	0.4211999619
258	0.4209576005
259	0.4208807833
260	0.4207194996
261	0.4206315041
262	0.4205211918
263	0.420351856
264	0.4201922075
265	0.4200620474
266	0.4199455911
267	0.4198639944
268	0.4196792775
269	0.4195668089
270	0.4194566357
271	0.4192834612
272	0.4191747239
273	0.4190916369
274	0.418991892
275	0.4188997693
276	0.418780047
277	0.4186285019
278	0.418518477
279	0.4183679972
280	0.4183239272
281	0.4182145946
282	0.4181139936
283	0.4180298354
284	0.4179262933
285	0.4178580576
286	0.4177612285
287	0.4176520528
288	0.4175264733
289	0.4173493983
290	0.4172385103
291	0.4171710287
292	0.4170531404
293	0.4169222232
294	0.4167759442
295	0.4166467282
296	0.4165539781
297	0.4164444084
298	0.4163060587
299	0.4162049728
300	0.4161375829
301	0.4160373635
302	0.4158927806
303	0.4157723751
304	0.4156161782
305	0.4154574879
306	0.4153443311
307	0.4152874924
308	0.415238428
309	0.4151080114
310	0.4149722889
311	0.4148543452
312	0.4147794433
313	0.4146457163
314	0.4145437155
315	0.4144191304
316	0.4143528836
317	0.4141651785
318	0.4140954983
319	0.4140320737
320	0.4137807461
321	0.4137266732
322	0.413559848
323	0.4133861027
324	0.4133314745
325	0.4132026082
326	0.4130490351
327	0.4129163428
328	0.4128136623
329	0.4127179563
330	0.412610856
331	0.4125112961
332	0.4124218703
333	0.4123691994
334	0.4122962532
335	0.4121613017
336	0.4120650008
337	0.4119373314
338	0.4117646311
339	0.4116593099
340	0.4115336961
341	0.411387697
342	0.4112845335
343	0.4111888961
344	0.4110158083
345	0.4109728952
346	0.4109156267
347	0.4108342291
348	0.4107249628
349	0.4106618853
350	0.4106034591
351	0.4104793721
352	0.4103223563
353	0.4102712303
354	0.41015939
355	0.4100647948
356	0.4099290828
357	0.4098707012
358	0.4098197757
359	0.4096942013
360	0.4096254583
361	0.4094912415
362	0.4093765212
363	0.409325737
364	0.4092811853
365	0.4092005132
366	0.4091112418
367	0.4090436206
368	0.4090130115
369	0.4088379651
370	0.4087412229
371	0.4087002999
372	0.4086387339
373	0.4085656928
374	0.4084579909
375	0.4083112502
376	0.4080904499
377	0.4080375404
378	0.4079544619
379	0.4078087723
380	0.4077136544
381	0.4076380961
382	0.4075298623
383	0.4074161405
384	0.4073122895
385	0.4071871167
386	0.4071054026
387	0.4069965405
388	0.4068641298
389	0.4067863894
390	0.4066889736
391	0.4066482446
392	0.4064971057
393	0.4064465349
394	0.4063692542
395	0.4062644822
396	0.4061642192
397	0.4060575597
398	0.4059602314
399	0.4058633323
400	0.4058053007
401	0.4056854096
402	0.4056146686
403	0.4055070356
404	0.4054165711
405	0.4053204891
406	0.4052174282
407	0.4050675551
408	0.4049652787
409	0.404844047
410	0.4047164943
411	0.4046271676
412	0.4045329408
413	0.4044369335
414	0.4043197176
415	0.4041842522
416	0.4041393608
417	0.4040597608
418	0.403931192
419	0.4038046663
420	0.4037497153
421	0.4037112158
422	0.4035988298
423	0.4034738914
424	0.4033966067
425	0.4033508155
426	0.4033265183
427	0.4032090559
428	0.4031579293
429	0.4030500669
430	0.4029142757
431	0.4028136384
432	0.4027243305
433	0.4026597466
434	0.4024912294
435	0.402406318
436	0.4023556264
437	0.402330003
438	0.4022688559
439	0.4021859137
440	0.4020521182
441	0.4020108989
442	0.4019497342
443	0.401829294
444	0.4017992917
445	0.4017197843
446	0.4016255332
447	0.4015438664
448	0.4014765324
449	0.4014058551
450	0.4012933815
451	0.4011630309
452	0.4010843893
453	0.4009378054
454	0.400846191
455	0.4007717204
456	0.4006976445
457	0.4006159939
458	0.4005468226
459	0.4004047218
460	0.4002855634
461	0.4001889534
462	0.4001242397
463	0.400059911
464	0.4000430685
465	0.3999864891
466	0.3998950307
467	0.3997875087
468	0.3996844059
469	0.3996514901
470	0.3995149584
471	0.3993888904
472	0.3992978304
473	0.3992282838
474	0.3991807278
475	0.3990762103
476	0.3990358336
477	0.3989993076
478	0.3989097834
479	0.3987479695
480	0.3987053074
481	0.3986026799
482	0.3985153377
483	0.3984883348
484	0.3984254887
485	0.3982656887
486	0.39813407
487	0.3980977838
488	0.3980631154
489	0.3979301294
490	0.3977967385
491	0.3977033676
492	0.3976545951
493	0.3975988583
494	0.3975293061
495	0.3974487257
496	0.3973884608
497	0.3972799248
498	0.3972175209
499	0.3970848287
500	0.3969949019
501	0.396913372
502	0.3967568023
503	0.3967099556
504	0.396659229
505	0.3966264297
506	0.3965555099
507	0.3965255629
508	0.3964145983
509	0.3963373558
510	0.396176782
511	0.3960104679
512	0.395911058
513	0.3957537148
514	0.3956875834
515	0.3956303505
516	0.3955159517
517	0.3954444745
518	0.3953399846
519	0.3952783964
520	0.3952294583
521	0.3951621026
522	0.3950598919
523	0.3949079981
524	0.394791404
525	0.3946714376
526	0.3946158582
527	0.3945219981
528	0.3944094857
529	0.3943628238
530	0.3943074267
531	0.3942671024
532	0.3941952155
533	0.3940833391
534	0.3939604736
535	0.3938267383
536	0.3937339519
537	0.3936381316
538	0.3935429561
539	0.3934136819
540	0.3933053362
541	0.3931436421
542	0.3930653843
543	0.3929121115
544	0.3928021954
545	0.3927099814
546	0.3926296812
547	0.392497979
548	0.3924472205
549	0.3923175268
550	0.3922403912
551	0.3921509261
552	0.3920960599
553	0.3920762451
554	0.3920047415
555	0.3918678548
556	0.3917971233
557	0.3916935947
558	0.3916082849
559	0.3915533884
560	0.3914991855
561	0.3913828138
562	0.3913064783
563	0.3911541013
564	0.3910761905
565	0.3909810082
566	0.3908141782
567	0.390717881
568	0.3906391826
569	0.3905502236
570	0.3904010321
571	0.3902726721
572	0.390167629
573	0.3900842693
574	0.3900263789
575	0.3899808572
576	0.3898721112
577	0.3897811069
578	0.3897483352
579	0.3896698192
580	0.3895942954
581	0.3895028057
582	0.3894013285
583	0.3892412395
584	0.3891670385
585	0.3890819668
586	0.3889567636
587	0.3888581115
588	0.388755821
589	0.3886811932
590	0.3885638074
591	0.388510506
592	0.3884135307
593	0.3883543988
594	0.3882914129
595	0.3881929255
596	0.3881405474
597	0.3880438203
598	0.387973371
599	0.3878306621
600	0.3877739229
601	0.38770908
602	0.3876352219
603	0.387553481
604	0.3874187857
605	0.3872954157
606	0.3871908941
607	0.3871417365
608	0.3871000323
609	0.3870269157
610	0.3869586855
611	0.3869174255
612	0.386826142
613	0.3867114435
614	0.386653275
615	0.3865599237
616	0.3865039195
617	0.3864115322
618	0.3863006216
619	0.3862054039
620	0.3861827711
621	0.3860842733
622	0.3859554098
623	0.3858305252
624	0.3857584371
625	0.3856141001
626	0.3855525732
627	0.3854053158
628	0.3853023124
629	0.385176083
630	0.3850884418
631	0.3849657365
632	0.3848240114
633	0.3847394673
634	0.3846307344
635	0.3845365519
636	0.3844046111
637	0.38431811
638	0.38422488
639	0.3841764037
640	0.3840607449
641	0.3839776527
642	0.3839101921
643	0.3837968056
644	0.3836033595
645	0.3835156659
646	0.3834689999
647	0.3834341032
648	0.3834106674
649	0.3833313659
650	0.383242013
651	0.3831308048
652	0.3830308142
653	0.3829605295
654	0.3828644072
655	0.3828074073
656	0.3827722123
657	0.3827020174
658	0.3826472467
659	0.3825760902
660	0.3825051794
661	0.3824402359
662	0.3823739825
663	0.3822345568
664	0.3821601329
665	0.3820400223
666	0.381978742
667	0.3819159822
668	0.3818360296
669	0.3817790185
670	0.3816871371
671	0.3815852923
672	0.3815219269
673	0.3814623501
674	0.3813253373
675	0.3812952707
676	0.3811561838
677	0.3811338791
678	0.3810394747
679	0.3809864966
680	0.3808954615
681	0.380791056
682	0.3806633301
683	0.380541273
684	0.3804371927
685	0.3803953783
686	0.3803029352
687	0.3802705397
688	0.3801790765
689	0.3801073518
690	0.3800325334
691	0.3799644426
692	0.3798851914
693	0.3798389522
694	0.379749292
695	0.3797124956
696	0.3796128575
697	0.3795302509
698	0.3794159497
699	0.3793324485
700	0.3791801438
701	0.3790666239
702	0.3789742644
703	0.378882004
704	0.3788324595
705	0.3787341776
706	0.3786357334
707	0.378600158
708	0.3785161222
709	0.3784185687
710	0.3783647864
711	0.3783137317
712	0.3782365933
713	0.3780921503
714	0.3780258716
715	0.3779656691
716	0.3779038177
717	0.3778255915
718	0.377726918
719	0.377612642
720	0.3775103317
721	0.3774604587
722	0.3773814774
723	0.3772578021
724	0.3771639868
725	0.3770578624
726	0.3769775725
727	0.3769308286
728	0.3768519167
729	0.3767654158
730	0.3767243269
731	0.3766452538
732	0.3766075959
733	0.3765622287
734	0.3764935843
735	0.3763542227
736	0.3762275427
737	0.3761681006
738	0.376098452
739	0.3759901989
740	0.3759336054
741	0.3758600205
742	0.3757806707
743	0.3757351144
744	0.3756307833
745	0.3755667056
746	0.3755439283
747	0.3754565858
748	0.3752888039
749	0.3752341818
750	0.3751751518
751	0.3751136776
752	0.3750455988
753	0.37493234
754	0.374857954
755	0.3747430446
756	0.3747001652
757	0.3746204054
758	0.3745139468
759	0.3744513761
760	0.3743623696
761	0.3742887528
762	0.3741672945
763	0.3740739408
764	0.3739588572
765	0.373836408
766	0.3737683296
767	0.3736946776
768	0.3736407903
769	0.3735957004
770	0.3734525718
771	0.3733655198
772	0.3732950656
773	0.3731889804
774	0.3731321163
775	0.3730650972
776	0.373008194
777	0.3728824359
778	0.3728497307
779	0.3727608834
780	0.3726641611
781	0.37258593
782	0.3724499964
783	0.3724120475
784	0.3723775551
785	0.372299445
786	0.3722216426
787	0.3721735027
788	0.3720678453
789	0.3719961774
790	0.3718983099
791	0.371786864
792	0.3716941215
793	0.3716022221
794	0.3715690026
795	0.3715327549
796	0.3714611761
797	0.3713893496
798	0.3713461638
799	0.3712702963
800	0.3712316595
801	0.3711974417
802	0.3710885492
803	0.3709880423
804	0.3709641816
805	0.3708837924
806	0.3707825768
807	0.3707253274
808	0.3706866595
809	0.3706000852
810	0.3705058523
811	0.3704308106
812	0.3703678076
813	0.3702442214
814	0.3701620882
815	0.3700786116
816	0.3700420233
817	0.3699003487
818	0.3698206938
819	0.3697737316
820	0.3696760558
821	0.3696174929
822	0.3695753146
823	0.3695305191
824	0.3694715371
825	0.3693552562
826	0.3693072134
827	0.369222049
828	0.3691648867
829	0.369076394
830	0.3689890875
831	0.3688972263
832	0.3688559023
833	0.3687566215
834	0.368658512
835	0.3685787321
836	0.3685012774
837	0.3684683325
838	0.368422192
839	0.3683961493
840	0.3683301381
841	0.368265478
842	0.3681929788
843	0.3681408254
844	0.3681102697
845	0.3680570494
846	0.368013891
847	0.3679879573
848	0.3679504961
849	0.3678827488
850	0.3678607859
851	0.3677829962
852	0.3677413307
853	0.3676836672
854	0.3676299527
855	0.3675402428
856	0.3674884876
857	0.367416879
858	0.3673425481
859	0.3672409865
860	0.3671849763
861	0.3671292125
862	0.3670534554
863	0.3669612873
864	0.3668240852
865	0.3667188521
866	0.3665947983
867	0.3665693103
868	0.3664588002
869	0.3663433921
870	0.3662363274
871	0.366190935
872	0.3660932714
873	0.3659867551
874	0.3659368367
875	0.3658302531
876	0.365712679
877	0.36558999
878	0.3654814276
879	0.3654636084
880	0.3654149959
881	0.3653302327
882	0.3652650463
883	0.3651919281
884	0.3650777448
885	0.3650544905
886	0.3649747814
887	0.3649291397
888	0.3648308642
889	0.3647538318
890	0.3646824726
891	0.3646124726
892	0.3645874152
893	0.3645118081
894	0.364461617
895	0.3644096312
896	0.3643670055
897	0.3642360651
898	0.3641721907
899	0.3641328117
900	0.3640835547
901	0.3640226681
902	0.3639645174
903	0.3638849434
904	0.3638395586
905	0.3637969419
906	0.363678673
907	0.3636047932
908	0.3634705437
909	0.3634216139
910	0.3633665464
911	0.3632666941
912	0.3632001619
913	0.3630928344
914	0.3630324288
915	0.3629616159
916	0.3628907608
917	0.3627938814
918	0.3626698165
919	0.3626398247
920	0.3625667645
921	0.3624471963
922	0.3623990147
923	0.3623284302
924	0.3621934709
925	0.3621553055
926	0.3620916866
927	0.3619988781
928	0.3619255026
929	0.3618208426
930	0.3617671679
931	0.3616866057
932	0.3616150053
933	0.3615462369
934	0.3615001889
935	0.3614822417
936	0.3613845318
937	0.361270247
938	0.361224374
939	0.3611158044
940	0.3610520496
941	0.3609945632
942	0.3609256641
943	0.3608380617
944	0.3607699805
945	0.3606644982
946	0.3606235606
947	0.3605571297
948	0.3605107569
949	0.3604280462
950	0.3602811009
951	0.3602039534
952	0.360125835
953	0.3600786714
954	0.3600278403
955	0.3599194263
956	0.3598151246
957	0.3597294943
958	0.3596329959
959	0.3595333546
960	0.3594386445
961	0.3593993331
962	0.3593332345
963	0.3592324963
964	0.3591403851
965	0.3590475979
966	0.3589152116
967	0.3588297336
968	0.3587745137
969	0.3587114512
970	0.3586390423
971	0.3585783757
972	0.3585081673
973	0.3584221047
974	0.3583624129
975	0.3583004959
976	0.3582497917
977	0.3582086014
978	0.3581102789
979	0.3580314689
980	0.3579241951
981	0.3577512672
982	0.3576646161
983	0.3576111873
984	0.3575676344
985	0.3574758079
986	0.3574156317
987	0.3573343753
988	0.3572549319
989	0.3571814146
990	0.3571024807
991	0.3570225123
992	0.3569489989
993	0.3568523191
994	0.3567329036
995	0.3566104568
996	0.3565370019
997	0.3564830794
998	0.3564408198
999	0.3563774624
